source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0045177,apical part of cell,3.4843866150255786e-07,True,"""The region of a polarized cell that forms a tip or is distal to a base. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]",433,148,19,18964,0.12837837837837837,0.04387990762124711,query_1,['GO:0110165']
GO:CC,GO:0042612,MHC class I protein complex,4.176050403529112e-07,True,"""A transmembrane protein complex composed of a MHC class I alpha chain and an invariant beta2-microglobin chain, and with or without a bound peptide antigen. Class I here refers to classical class I molecules."" [GOC:add, GOC:jl, ISBN:0120781859, ISBN:0781735149]",8,148,5,18964,0.033783783783783786,0.625,query_1,['GO:0042611']
GO:CC,GO:0098590,plasma membrane region,1.6949319841919354e-06,True,"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]",1240,148,31,18964,0.20945945945945946,0.025,query_1,"['GO:0005886', 'GO:0016020']"
GO:BP,GO:0002480,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",2.6175246180396107e-06,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a pathway not requiring TAP (transporter associated with antigen processing). The peptide is typically a fragment of a larger exogenous protein which has been degraded within the cell. Class I here refers to classical class I molecules."" [GOC:add, PMID:15224093, PMID:15771591, PMID:16181335]",8,138,5,18123,0.036231884057971016,0.625,query_1,['GO:0042590']
REAC,REAC:R-HSA-1236977,Endosomal/Vacuolar pathway,9.188914930157033e-06,True,Endosomal/Vacuolar pathway,11,95,5,10622,0.05263157894736842,0.45454545454545453,query_1,['REAC:R-HSA-1236975']
HPA,HPA:0130053,colon; glandular cells[High],1.8220636217797387e-05,True,colon; glandular cells[High],2574,109,51,10877,0.46788990825688076,0.019813519813519812,query_1,['HPA:0130052']
GO:MF,GO:0005509,calcium ion binding,2.0571813264428586e-05,True,"""Interacting selectively and non-covalently with calcium ions (Ca2+)."" [GOC:ai]",723,142,22,18679,0.15492957746478872,0.030428769017980636,query_1,['GO:0046872']
HPA,HPA:0030051,appendix; glandular cells[≥Low],2.5457430539843174e-05,True,appendix; glandular cells[≥Low],7202,109,96,10877,0.8807339449541285,0.013329630658150514,query_1,['HPA:0030000']
GO:CC,GO:0030670,phagocytic vesicle membrane,3.4672389012024744e-05,True,"""The lipid bilayer surrounding a phagocytic vesicle."" [GOC:mah]",75,148,8,18964,0.05405405405405406,0.10666666666666667,query_1,"['GO:0030666', 'GO:0045335']"
GO:CC,GO:0045335,phagocytic vesicle,3.91368876981398e-05,True,"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]",139,148,10,18964,0.06756756756756757,0.07194244604316546,query_1,['GO:0030139']
GO:CC,GO:0016324,apical plasma membrane,4.852436575023664e-05,True,"""The region of the plasma membrane located at the apical end of the cell."" [GOC:curators]",364,148,15,18964,0.10135135135135136,0.04120879120879121,query_1,"['GO:0045177', 'GO:0098590']"
REAC,REAC:R-HSA-909733,Interferon alpha/beta signaling,5.8289264812244375e-05,True,Interferon alpha/beta signaling,68,95,8,10622,0.08421052631578947,0.11764705882352941,query_1,['REAC:R-HSA-913531']
GO:CC,GO:0071944,cell periphery,8.665227927648118e-05,True,"""The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."" [GOC:mah]",6178,148,78,18964,0.527027027027027,0.012625445127873098,query_1,['GO:0110165']
HPA,HPA:0030000,appendix,0.0001362962833470903,True,appendix,7644,109,98,10877,0.8990825688073395,0.01282051282051282,query_1,['HPA:0000000']
GO:CC,GO:0031410,cytoplasmic vesicle,0.0002814014152336693,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2433,148,41,18964,0.27702702702702703,0.01685162351006987,query_1,"['GO:0005737', 'GO:0097708']"
GO:CC,GO:0042611,MHC protein complex,0.0002865872489772911,True,"""A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen."" [GOC:add, GOC:jl, ISBN:0781735149, PMID:15928678, PMID:16153240]",24,148,5,18964,0.033783783783783786,0.20833333333333334,query_1,['GO:0098797']
GO:CC,GO:0012505,endomembrane system,0.00029025701550320493,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4651,148,63,18964,0.42567567567567566,0.013545474091593205,query_1,['GO:0110165']
GO:CC,GO:0097708,intracellular vesicle,0.0002969364493402626,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2438,148,41,18964,0.27702702702702703,0.016817063166529943,query_1,"['GO:0031982', 'GO:0043231']"
HPA,HPA:0400052,rectum; glandular cells[≥Medium],0.00030977589936843984,True,rectum; glandular cells[≥Medium],6468,109,88,10877,0.8073394495412844,0.013605442176870748,query_1,['HPA:0400051']
HPA,HPA:0030053,appendix; glandular cells[High],0.0003570622709803323,True,appendix; glandular cells[High],2010,109,41,10877,0.3761467889908257,0.020398009950248756,query_1,['HPA:0030052']
GO:CC,GO:0012506,vesicle membrane,0.0004100274864319242,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",1183,148,26,18964,0.17567567567567569,0.02197802197802198,query_1,"['GO:0031090', 'GO:0031982']"
HPA,HPA:0030052,appendix; glandular cells[≥Medium],0.00042244321466432006,True,appendix; glandular cells[≥Medium],5821,109,82,10877,0.7522935779816514,0.014086926644906373,query_1,['HPA:0030051']
GO:BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,0.000508071330016996,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",19,138,5,18123,0.036231884057971016,0.2631578947368421,query_1,"['GO:0019883', 'GO:0048002']"
GO:CC,GO:0030139,endocytic vesicle,0.0006518165510233029,True,"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]",335,148,13,18964,0.08783783783783784,0.03880597014925373,query_1,['GO:0031410']
GO:CC,GO:0005886,plasma membrane,0.0008031295245040372,True,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",5680,148,71,18964,0.4797297297297297,0.0125,query_1,"['GO:0016020', 'GO:0071944']"
HPA,HPA:0400053,rectum; glandular cells[High],0.0008347084039266366,True,rectum; glandular cells[High],2724,109,49,10877,0.44954128440366975,0.017988252569750368,query_1,['HPA:0400052']
GO:BP,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,0.0008640724944751634,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via an ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:14647477, PMID:15771591]",3,138,3,18123,0.021739130434782608,1.0,query_1,['GO:0019885']
GO:BP,GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",0.0008640724944751634,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a TAP-independent ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER following transport from the cytosol via a TAP-independent pathway. Class I here refers to classical class I molecules."" [GOC:add, PMID:14647477, PMID:15771591]",3,138,3,18123,0.021739130434782608,1.0,query_1,['GO:0002484']
REAC,REAC:R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.0009570318006880348,True,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",25,95,5,10622,0.05263157894736842,0.2,query_1,['REAC:R-HSA-983169']
MIRNA,MIRNA:hsa-miR-124-3p,hsa-miR-124-3p,0.0010285266540745596,True,hsa-miR-124-3p,1441,123,30,14823,0.24390243902439024,0.020818875780707843,query_1,['MIRNA:000000']
GO:CC,GO:0055038,recycling endosome membrane,0.001274984356603703,True,"""The lipid bilayer surrounding a recycling endosome."" [GOC:jid, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101]",85,148,7,18964,0.0472972972972973,0.08235294117647059,query_1,"['GO:0010008', 'GO:0055037']"
GO:CC,GO:0099503,secretory vesicle,0.0013230628188386948,True,"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]",1027,148,23,18964,0.1554054054054054,0.022395326192794548,query_1,['GO:0031410']
GO:BP,GO:0060337,type I interferon signaling pathway,0.0013914450429033832,True,"""A series of molecular signals initiated by the binding of a type I interferon to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:dph, GOC:signaling]",96,138,8,18123,0.057971014492753624,0.08333333333333333,query_1,"['GO:0019221', 'GO:0071357']"
GO:BP,GO:0001913,T cell mediated cytotoxicity,0.0014636858422146575,True,"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]",42,138,6,18123,0.043478260869565216,0.14285714285714285,query_1,"['GO:0001909', 'GO:0002456']"
GO:BP,GO:0071357,cellular response to type I interferon,0.0015068747455448353,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:mah]",97,138,8,18123,0.057971014492753624,0.08247422680412371,query_1,"['GO:0034340', 'GO:0071345']"
GO:BP,GO:0002283,neutrophil activation involved in immune response,0.001956091693566154,True,"""The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",488,138,16,18123,0.11594202898550725,0.03278688524590164,query_1,"['GO:0002275', 'GO:0042119']"
HPA,HPA:0150051,duodenum; glandular cells[≥Low],0.001969281129904485,True,duodenum; glandular cells[≥Low],7666,109,96,10877,0.8807339449541285,0.012522828072006262,query_1,['HPA:0150000']
HPA,HPA:0150000,duodenum,0.001969281129904485,True,duodenum,7666,109,96,10877,0.8807339449541285,0.012522828072006262,query_1,['HPA:0000000']
GO:BP,GO:0034340,response to type I interferon,0.002214756351141089,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]",102,138,8,18123,0.057971014492753624,0.0784313725490196,query_1,"['GO:0034097', 'GO:0045087']"
GO:BP,GO:0002444,myeloid leukocyte mediated immunity,0.002405780844506083,True,"""Any process involved in the carrying out of an immune response by a myeloid leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",558,138,17,18123,0.12318840579710146,0.03046594982078853,query_1,['GO:0002443']
GO:BP,GO:0002446,neutrophil mediated immunity,0.0026869018718365524,True,"""Any process involved in the carrying out of an immune response by a neutrophil."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",500,138,16,18123,0.11594202898550725,0.032,query_1,['GO:0002444']
GO:BP,GO:0019883,antigen processing and presentation of endogenous antigen,0.002753600986197933,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",26,138,5,18123,0.036231884057971016,0.19230769230769232,query_1,['GO:0019882']
GO:BP,GO:0042119,neutrophil activation,0.002830228003391672,True,"""The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",502,138,16,18123,0.11594202898550725,0.03187250996015936,query_1,['GO:0036230']
GO:CC,GO:0030141,secretory granule,0.003259135024248581,True,"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]",857,148,20,18964,0.13513513513513514,0.023337222870478413,query_1,"['GO:0012505', 'GO:0099503']"
REAC,REAC:R-HSA-913531,Interferon Signaling,0.003315629544446907,True,Interferon Signaling,193,95,10,10622,0.10526315789473684,0.05181347150259067,query_1,['REAC:R-HSA-1280215']
GO:BP,GO:0036230,granulocyte activation,0.0033878485082881743,True,"""The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [CL:0000094, GOC:nhn]",509,138,16,18123,0.11594202898550725,0.03143418467583497,query_1,['GO:0002274']
GO:CC,GO:0015629,actin cytoskeleton,0.00369502019025264,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]",517,148,15,18964,0.10135135135135136,0.029013539651837523,query_1,['GO:0005856']
GO:CC,GO:0010008,endosome membrane,0.003955040211961587,True,"""The lipid bilayer surrounding an endosome."" [GOC:mah]",520,148,15,18964,0.10135135135135136,0.028846153846153848,query_1,"['GO:0005768', 'GO:0012506', 'GO:0098588']"
TF,TF:M09729,Factor: LUMAN; motif: CYCAGCYYCY,0.004357210042933786,True,Factor: LUMAN; motif: CYCAGCYYCY,10782,151,110,19917,0.7284768211920529,0.010202188833240587,query_1,['TF:M00000']
GO:BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.004363718219980654,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15771591]",13,138,4,18123,0.028985507246376812,0.3076923076923077,query_1,"['GO:0002474', 'GO:0002483']"
WP,WP:WP4217,Ebola Virus Pathway on Host,0.004549287184979796,True,Ebola Virus Pathway on Host,130,74,8,7562,0.10810810810810811,0.06153846153846154,query_1,['WP:000000']
REAC,REAC:R-HSA-6798695,Neutrophil degranulation,0.007719175693133409,True,Neutrophil degranulation,476,95,15,10622,0.15789473684210525,0.031512605042016806,query_1,['REAC:R-HSA-168249']
GO:BP,GO:0043312,neutrophil degranulation,0.008460462863450494,True,"""The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil."" [ISBN:0781735149]",483,138,15,18123,0.10869565217391304,0.031055900621118012,query_1,"['GO:0002283', 'GO:0002446', 'GO:0043299']"
TF,TF:M00450,Factor: Zic3; motif: NGGGKGGTC,0.008850628892858446,True,Factor: Zic3; motif: NGGGKGGTC,14133,151,131,19917,0.8675496688741722,0.00926908653505979,query_1,['TF:M00000']
REAC,REAC:R-HSA-168249,Innate Immune System,0.008905663968865362,True,Innate Immune System,1090,95,24,10622,0.25263157894736843,0.022018348623853212,query_1,['REAC:R-HSA-168256']
HP,HP:0200114,Metabolic alkalosis,0.009156990527173545,True,Metabolic alkalosis is defined as a disease state where the pH is elevated to greater than 7.45 secondary to some metabolic process.,18,35,4,4511,0.11428571428571428,0.2222222222222222,query_1,['HP:0001948']
GO:BP,GO:0002275,myeloid cell activation involved in immune response,0.009577784176223406,True,"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",552,138,16,18123,0.11594202898550725,0.028985507246376812,query_1,"['GO:0002274', 'GO:0002366']"
GO:CC,GO:0042581,specific granule,0.009594180354303827,True,"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]",158,148,8,18964,0.05405405405405406,0.05063291139240506,query_1,['GO:0030141']
TF,TF:M01835_1,Factor: GKLF; motif: CCTCCYN; match class: 1,0.009655081445600257,True,Factor: GKLF; motif: CCTCCYN; match class: 1,10214,151,105,19917,0.695364238410596,0.01028000783238692,query_1,['TF:M01835']
TF,TF:M09671_1,Factor: VDR; motif: RRGGTCANNGRGKTCA; match class: 1,0.0099063220720783,True,Factor: VDR; motif: RRGGTCANNGRGKTCA; match class: 1,2439,151,39,19917,0.2582781456953642,0.015990159901599015,query_1,['TF:M09671']
GO:BP,GO:0098542,defense response to other organism,0.010258357326237403,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1222,138,25,18123,0.18115942028985507,0.020458265139116204,query_1,"['GO:0006952', 'GO:0006955', 'GO:0051707']"
GO:CC,GO:0005794,Golgi apparatus,0.010463552724837462,True,"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]",1593,148,28,18964,0.1891891891891892,0.017576898932831136,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:BP,GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,0.010912054258466227,True,"""Any process that stops, prevents, or reduces the rate of natural killer mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",16,138,4,18123,0.028985507246376812,0.25,query_1,"['GO:0001911', 'GO:0002716', 'GO:0042267', 'GO:0042269']"
GO:CC,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,0.011140230244282434,True,"""The component of the endoplasmic reticulum membrane consisting of the gene products that penetrate only the lumenal side of the membrane."" [GOC:dos, GOC:mah]",25,148,4,18964,0.02702702702702703,0.16,query_1,"['GO:0030176', 'GO:0098553']"
GO:CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,0.011140230244282434,True,"""The side (leaflet) of the plasma membrane that faces the lumen."" [GOC:ab, GOC:dos]",25,148,4,18964,0.02702702702702703,0.16,query_1,"['GO:0005789', 'GO:0098576']"
GO:CC,GO:0005737,cytoplasm,0.011341292863617748,True,"""All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",11951,148,116,18964,0.7837837837837838,0.009706300727972555,query_1,"['GO:0005622', 'GO:0110165']"
KEGG,KEGG:05330,Allograft rejection,0.011975576564765528,True,Allograft rejection,34,65,4,8000,0.06153846153846154,0.11764705882352941,query_1,['KEGG:00000']
KEGG,KEGG:05167,Kaposi sarcoma-associated herpesvirus infection,0.01205258258532256,True,Kaposi sarcoma-associated herpesvirus infection,193,65,8,8000,0.12307692307692308,0.04145077720207254,query_1,['KEGG:00000']
GO:CC,GO:0030659,cytoplasmic vesicle membrane,0.012441387571429286,True,"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]",789,148,18,18964,0.12162162162162163,0.022813688212927757,query_1,"['GO:0012506', 'GO:0031410', 'GO:0043229']"
GO:BP,GO:0001914,regulation of T cell mediated cytotoxicity,0.012861566135590478,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",35,138,5,18123,0.036231884057971016,0.14285714285714285,query_1,"['GO:0001910', 'GO:0001913', 'GO:0002709']"
GO:CC,GO:0098588,bounding membrane of organelle,0.013518149206661842,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2165,148,34,18964,0.22972972972972974,0.015704387990762125,query_1,['GO:0031090']
GO:BP,GO:0002716,negative regulation of natural killer cell mediated immunity,0.014185390884450243,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of natural killer cell mediated immunity."" [GOC:add]",17,138,4,18123,0.028985507246376812,0.23529411764705882,query_1,"['GO:0002228', 'GO:0002707', 'GO:0002715', 'GO:0045824']"
KEGG,KEGG:05169,Epstein-Barr virus infection,0.014378361619648289,True,Epstein-Barr virus infection,198,65,8,8000,0.12307692307692308,0.04040404040404041,query_1,['KEGG:00000']
GO:CC,GO:0005938,cell cortex,0.014498207903472166,True,"""The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins."" [GOC:mah, ISBN:0815316194]",326,148,11,18964,0.07432432432432433,0.03374233128834356,query_1,"['GO:0005737', 'GO:0071944']"
HPA,HPA:0480051,small intestine; glandular cells[≥Low],0.014905344644249134,True,small intestine; glandular cells[≥Low],7653,109,94,10877,0.8623853211009175,0.012282764928786096,query_1,['HPA:0480000']
HPA,HPA:0480000,small intestine,0.014905344644249134,True,small intestine,7653,109,94,10877,0.8623853211009175,0.012282764928786096,query_1,['HPA:0000000']
KEGG,KEGG:05203,Viral carcinogenesis,0.01649500392886837,True,Viral carcinogenesis,202,65,8,8000,0.12307692307692308,0.039603960396039604,query_1,['KEGG:00000']
KEGG,KEGG:04960,Aldosterone-regulated sodium reabsorption,0.016745823400084427,True,Aldosterone-regulated sodium reabsorption,37,65,4,8000,0.06153846153846154,0.10810810810810811,query_1,['KEGG:00000']
KEGG,KEGG:05332,Graft-versus-host disease,0.016745823400084427,True,Graft-versus-host disease,37,65,4,8000,0.06153846153846154,0.10810810810810811,query_1,['KEGG:00000']
GO:BP,GO:0042270,protection from natural killer cell mediated cytotoxicity,0.016993467168244285,True,"""The process of protecting a cell from natural killer cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",6,138,3,18123,0.021739130434782608,0.5,query_1,['GO:0045953']
KEGG,KEGG:04612,Antigen processing and presentation,0.01781604355454911,True,Antigen processing and presentation,69,65,5,8000,0.07692307692307693,0.07246376811594203,query_1,['KEGG:00000']
TF,TF:M07602,Factor: CP2; motif: NNNNCCAGNCNN,0.017986140805760772,True,Factor: CP2; motif: NNNNCCAGNCNN,11173,151,111,19917,0.7350993377483444,0.009934663921954712,query_1,['TF:M00000']
REAC,REAC:R-HSA-977068,Termination of O-glycan biosynthesis,0.018819930787888663,True,Termination of O-glycan biosynthesis,23,95,4,10622,0.042105263157894736,0.17391304347826086,query_1,['REAC:R-HSA-913709']
GO:CC,GO:0030018,Z disc,0.019406857743258364,True,"""Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."" [GOC:mtg_muscle, ISBN:0815316194]",129,148,7,18964,0.0472972972972973,0.05426356589147287,query_1,"['GO:0031674', 'GO:0110165']"
GO:CC,GO:0048471,perinuclear region of cytoplasm,0.020497528097733163,True,"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]",745,148,17,18964,0.11486486486486487,0.022818791946308724,query_1,"['GO:0005737', 'GO:0110165']"
KEGG,KEGG:04940,Type I diabetes mellitus,0.022752685021604203,True,Type I diabetes mellitus,40,65,4,8000,0.06153846153846154,0.1,query_1,['KEGG:00000']
GO:CC,GO:0012507,ER to Golgi transport vesicle membrane,0.022952007690543466,True,"""The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi."" [GOC:ai, GOC:ascb_2009, GOC:dph, GOC:tb]",57,148,5,18964,0.033783783783783786,0.08771929824561403,query_1,"['GO:0030134', 'GO:0030658', 'GO:0030662']"
KEGG,KEGG:05165,Human papillomavirus infection,0.02360220757026335,True,Human papillomavirus infection,331,65,10,8000,0.15384615384615385,0.030211480362537766,query_1,['KEGG:00000']
GO:CC,GO:0031253,cell projection membrane,0.024687206673810132,True,"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]",346,148,11,18964,0.07432432432432433,0.031791907514450865,query_1,"['GO:0098590', 'GO:0120025']"
