source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0044281,small molecule metabolic process,3.002029552948879e-11,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1924,343,86,18123,0.25072886297376096,0.0446985446985447,query_1,['GO:0008152']
HPA,HPA:0400051,rectum; glandular cells[≥Low],7.710036851879977e-10,True,rectum; glandular cells[≥Low],7555,263,230,10877,0.8745247148288974,0.03044341495698213,query_1,['HPA:0400000']
HPA,HPA:0400000,rectum,7.710036851879977e-10,True,rectum,7555,263,230,10877,0.8745247148288974,0.03044341495698213,query_1,['HPA:0000000']
GO:CC,GO:0005903,brush border,8.40586348586592e-10,True,"""The dense covering of microvilli on the apical surface of an epithelial cell in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell."" [GOC:sl, ISBN:0815316194]",109,362,18,18964,0.049723756906077346,0.1651376146788991,query_1,['GO:0098862']
HPA,HPA:0130051,colon; glandular cells[≥Low],1.3156804030085447e-09,True,colon; glandular cells[≥Low],7473,263,228,10877,0.8669201520912547,0.030509835407466882,query_1,['HPA:0130000']
GO:CC,GO:0098862,cluster of actin-based cell projections,1.6073493495241708e-08,True,"""A cell part consisting of multiple, closely packed actin-based cell projections."" [GOC:dos]",164,362,20,18964,0.055248618784530384,0.12195121951219512,query_1,['GO:0110165']
HPA,HPA:0130053,colon; glandular cells[High],1.6913371255849127e-08,True,colon; glandular cells[High],2574,263,109,10877,0.4144486692015209,0.042346542346542344,query_1,['HPA:0130052']
GO:CC,GO:0071944,cell periphery,2.000333842534403e-08,True,"""The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."" [GOC:mah]",6178,362,177,18964,0.4889502762430939,0.02865004855940434,query_1,['GO:0110165']
HPA,HPA:0480052,small intestine; glandular cells[≥Medium],5.7608950653172484e-08,True,small intestine; glandular cells[≥Medium],6516,263,205,10877,0.779467680608365,0.031461019030079806,query_1,['HPA:0480051']
HPA,HPA:0030051,appendix; glandular cells[≥Low],6.36175384564296e-08,True,appendix; glandular cells[≥Low],7202,263,219,10877,0.8326996197718631,0.03040821993890586,query_1,['HPA:0030000']
HPA,HPA:0130000,colon,1.1762231165113771e-07,True,colon,8020,263,234,10877,0.8897338403041825,0.029177057356608478,query_1,['HPA:0000000']
GO:CC,GO:0005886,plasma membrane,1.1908097872251653e-07,True,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",5680,362,164,18964,0.4530386740331492,0.028873239436619718,query_1,"['GO:0016020', 'GO:0071944']"
HPA,HPA:0480051,small intestine; glandular cells[≥Low],1.3846657423455757e-07,True,small intestine; glandular cells[≥Low],7653,263,227,10877,0.8631178707224335,0.029661570625898342,query_1,['HPA:0480000']
HPA,HPA:0480000,small intestine,1.3846657423455757e-07,True,small intestine,7653,263,227,10877,0.8631178707224335,0.029661570625898342,query_1,['HPA:0000000']
HPA,HPA:0130052,colon; glandular cells[≥Medium],1.4757571640838044e-07,True,colon; glandular cells[≥Medium],6333,263,200,10877,0.7604562737642585,0.03158060950576346,query_1,['HPA:0130051']
GO:BP,GO:0009636,response to toxic substance,2.2096428500496493e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."" [GOC:lr]",254,343,24,18123,0.06997084548104957,0.09448818897637795,query_1,['GO:0042221']
GO:CC,GO:0016020,membrane,3.171595589427817e-07,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",9829,362,244,18964,0.6740331491712708,0.02482449893173263,query_1,['GO:0110165']
HPA,HPA:0150053,duodenum; glandular cells[High],3.4769313715913505e-07,True,duodenum; glandular cells[High],2808,263,112,10877,0.42585551330798477,0.039886039886039885,query_1,['HPA:0150052']
HPA,HPA:0150000,duodenum,4.732945619674457e-07,True,duodenum,7666,263,226,10877,0.8593155893536122,0.02948082441951474,query_1,['HPA:0000000']
HPA,HPA:0150051,duodenum; glandular cells[≥Low],4.732945619674457e-07,True,duodenum; glandular cells[≥Low],7666,263,226,10877,0.8593155893536122,0.02948082441951474,query_1,['HPA:0150000']
HPA,HPA:0030000,appendix,8.192771779581475e-07,True,appendix,7644,263,225,10877,0.8555133079847909,0.02943485086342229,query_1,['HPA:0000000']
HPA,HPA:0150052,duodenum; glandular cells[≥Medium],1.087624314554599e-06,True,duodenum; glandular cells[≥Medium],6537,263,202,10877,0.7680608365019012,0.030901024934985467,query_1,['HPA:0150051']
HPA,HPA:0400052,rectum; glandular cells[≥Medium],1.645113076556205e-06,True,rectum; glandular cells[≥Medium],6468,263,200,10877,0.7604562737642585,0.030921459492888066,query_1,['HPA:0400051']
GO:CC,GO:0015629,actin cytoskeleton,1.8508729064383937e-06,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]",517,362,32,18964,0.08839779005524862,0.061895551257253385,query_1,['GO:0005856']
HPA,HPA:0480053,small intestine; glandular cells[High],2.824343544046696e-06,True,small intestine; glandular cells[High],2762,263,108,10877,0.41064638783269963,0.0391020999275887,query_1,['HPA:0480052']
GO:BP,GO:0098754,detoxification,3.7899075018492614e-06,True,"""Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:dos]",143,343,17,18123,0.04956268221574344,0.11888111888111888,query_1,"['GO:0008150', 'GO:0009636']"
GO:BP,GO:0002446,neutrophil mediated immunity,4.075047334095526e-06,True,"""Any process involved in the carrying out of an immune response by a neutrophil."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",500,343,32,18123,0.09329446064139942,0.064,query_1,['GO:0002444']
GO:CC,GO:0009925,basal plasma membrane,5.1167845853538905e-06,True,"""The region of the plasma membrane located at the basal end of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]",250,362,21,18964,0.058011049723756904,0.084,query_1,"['GO:0045178', 'GO:0098590']"
REAC,REAC:R-HSA-1430728,Metabolism,8.488237123165572e-06,True,Metabolism,2077,243,84,10622,0.345679012345679,0.04044294655753491,query_1,['REAC:0000000']
KEGG,KEGG:04978,Mineral absorption,9.56308831017571e-06,True,Mineral absorption,59,189,11,8000,0.0582010582010582,0.1864406779661017,query_1,['KEGG:00000']
HPA,HPA:0400053,rectum; glandular cells[High],1.1806403372356547e-05,True,rectum; glandular cells[High],2724,263,105,10877,0.39923954372623577,0.03854625550660793,query_1,['HPA:0400052']
GO:BP,GO:0006629,lipid metabolic process,1.1821629598592725e-05,True,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",1446,343,60,18123,0.1749271137026239,0.04149377593360996,query_1,"['GO:0044238', 'GO:0071704']"
GO:CC,GO:0045178,basal part of cell,1.71107204433476e-05,True,"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]",268,362,21,18964,0.058011049723756904,0.07835820895522388,query_1,['GO:0110165']
GO:BP,GO:0042119,neutrophil activation,1.714605428676162e-05,True,"""The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",502,343,31,18123,0.09037900874635568,0.061752988047808766,query_1,['GO:0036230']
GO:BP,GO:0036230,granulocyte activation,2.3679454978319968e-05,True,"""The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [CL:0000094, GOC:nhn]",509,343,31,18123,0.09037900874635568,0.060903732809430254,query_1,['GO:0002274']
REAC,REAC:R-HSA-5661231,Metallothioneins bind metals,2.460294827690083e-05,True,Metallothioneins bind metals,11,243,6,10622,0.024691358024691357,0.5454545454545454,query_1,['REAC:R-HSA-5660526']
GO:BP,GO:0002283,neutrophil activation involved in immune response,3.3447898253118974e-05,True,"""The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",488,343,30,18123,0.08746355685131195,0.06147540983606557,query_1,"['GO:0002275', 'GO:0042119']"
GO:BP,GO:0002444,myeloid leukocyte mediated immunity,5.6439172471399365e-05,True,"""Any process involved in the carrying out of an immune response by a myeloid leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",558,343,32,18123,0.09329446064139942,0.05734767025089606,query_1,['GO:0002443']
GO:BP,GO:0140352,export from cell,8.170486404198128e-05,True,"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]",1413,343,57,18123,0.1661807580174927,0.040339702760084924,query_1,"['GO:0006810', 'GO:0009987']"
GO:CC,GO:0070161,anchoring junction,9.046952400309123e-05,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",838,362,39,18964,0.10773480662983426,0.046539379474940336,query_1,['GO:0030054']
GO:BP,GO:0043312,neutrophil degranulation,9.792483861608081e-05,True,"""The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil."" [ISBN:0781735149]",483,343,29,18123,0.08454810495626822,0.060041407867494824,query_1,"['GO:0002283', 'GO:0002446', 'GO:0043299']"
KEGG,KEGG:04976,Bile secretion,0.00011204216101396314,True,Bile secretion,90,189,12,8000,0.06349206349206349,0.13333333333333333,query_1,['KEGG:00000']
GO:CC,GO:0016323,basolateral plasma membrane,0.00011447877369318132,True,"""The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]",225,362,18,18964,0.049723756906077346,0.08,query_1,"['GO:0009925', 'GO:0098590']"
GO:MF,GO:0005515,protein binding,0.0001182328698200929,True,"""Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."" [GOC:go_curators]",14767,353,315,18679,0.8923512747875354,0.021331346922191373,query_1,['GO:0005488']
REAC,REAC:R-HSA-5660526,Response to metal ions,0.00015093070556025228,True,Response to metal ions,14,243,6,10622,0.024691358024691357,0.42857142857142855,query_1,['REAC:R-HSA-8953897']
GO:BP,GO:0002275,myeloid cell activation involved in immune response,0.00015093765947386811,True,"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",552,343,31,18123,0.09037900874635568,0.05615942028985507,query_1,"['GO:0002274', 'GO:0002366']"
GO:BP,GO:0006066,alcohol metabolic process,0.00015882436847815577,True,"""The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."" [ISBN:0198506732]",381,343,25,18123,0.0728862973760933,0.06561679790026247,query_1,"['GO:0044281', 'GO:1901615']"
GO:CC,GO:0030141,secretory granule,0.00015939585562144297,True,"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]",857,362,39,18964,0.10773480662983426,0.045507584597432905,query_1,"['GO:0012505', 'GO:0099503']"
KEGG,KEGG:01100,Metabolic pathways,0.00017013118542700712,True,Metabolic pathways,1491,189,62,8000,0.328042328042328,0.04158283031522468,query_1,['KEGG:00000']
HPA,HPA:0030052,appendix; glandular cells[≥Medium],0.00017936838555073962,True,appendix; glandular cells[≥Medium],5821,263,179,10877,0.6806083650190115,0.0307507301151005,query_1,['HPA:0030051']
GO:BP,GO:1990169,stress response to copper ion,0.00024220269972604307,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis caused by a copper ion stimulus."" [GOC:kmv, PMID:23437011]",14,343,6,18123,0.01749271137026239,0.42857142857142855,query_1,"['GO:0046688', 'GO:0097501']"
GO:BP,GO:0010273,detoxification of copper ion,0.00024220269972604307,True,"""Any process that reduces or removes the toxicity of copper ion. These include transport of copper away from sensitive areas and to compartments or complexes whose purpose is sequestration of copper ion."" [GOC:kmv, PMID:16367966]",14,343,6,18123,0.01749271137026239,0.42857142857142855,query_1,"['GO:0061687', 'GO:1990169']"
GO:CC,GO:0043296,apical junction complex,0.00027035149338353786,True,"""A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability."" [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]",146,362,14,18964,0.03867403314917127,0.0958904109589041,query_1,['GO:0005911']
GO:BP,GO:0043299,leukocyte degranulation,0.00028890206689223693,True,"""The regulated exocytosis of secretory granules by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",538,343,30,18123,0.08746355685131195,0.055762081784386616,query_1,"['GO:0002252', 'GO:0045055', 'GO:0051649']"
GO:CC,GO:0031253,cell projection membrane,0.0003077684946970428,True,"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]",346,362,22,18964,0.06077348066298342,0.06358381502890173,query_1,"['GO:0098590', 'GO:0120025']"
GO:CC,GO:0031224,intrinsic component of membrane,0.00035192469346555894,True,"""The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."" [GOC:mah]",5873,362,155,18964,0.4281767955801105,0.02639196322152222,query_1,"['GO:0016020', 'GO:0110165']"
GO:BP,GO:0002274,myeloid leukocyte activation,0.00040109257856140113,True,"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]",671,343,34,18123,0.09912536443148688,0.05067064083457526,query_1,['GO:0045321']
GO:BP,GO:0044255,cellular lipid metabolic process,0.00042425058569581806,True,"""The chemical reactions and pathways involving lipids, as carried out by individual cells."" [GOC:jl]",1079,343,46,18123,0.13411078717201166,0.042632066728452274,query_1,"['GO:0006629', 'GO:0044237']"
GO:CC,GO:0005737,cytoplasm,0.0005032872364091552,True,"""All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",11951,362,270,18964,0.7458563535911602,0.022592251694418877,query_1,"['GO:0005622', 'GO:0110165']"
GO:MF,GO:0008081,phosphoric diester hydrolase activity,0.000529192429519468,True,"""Catalysis of the hydrolysis of a phosphodiester to give a phosphomonoester and a free hydroxyl group."" [EC:3.1.4.-, GOC:curators]",91,353,11,18679,0.031161473087818695,0.12087912087912088,query_1,['GO:0042578']
REAC,REAC:R-HSA-6798695,Neutrophil degranulation,0.0005803165293792528,True,Neutrophil degranulation,476,243,29,10622,0.11934156378600823,0.06092436974789916,query_1,['REAC:R-HSA-168249']
GO:BP,GO:0006082,organic acid metabolic process,0.000697954590906835,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",1098,343,46,18123,0.13411078717201166,0.04189435336976321,query_1,"['GO:0044237', 'GO:0044281', 'GO:0071704']"
GO:MF,GO:0016491,oxidoreductase activity,0.0007201973365641356,True,"""Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."" [GOC:go_curators]",770,353,35,18679,0.09915014164305949,0.045454545454545456,query_1,['GO:0003824']
GO:CC,GO:0016021,integral component of membrane,0.0009107641534029354,True,"""The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."" [GOC:dos, GOC:go_curators]",5718,362,150,18964,0.4143646408839779,0.026232948583420776,query_1,['GO:0031224']
GO:BP,GO:0008202,steroid metabolic process,0.0009165494112332583,True,"""The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [ISBN:0198547684]",334,343,22,18123,0.0641399416909621,0.0658682634730539,query_1,"['GO:0006629', 'GO:1901360']"
GO:BP,GO:0061687,detoxification of inorganic compound,0.0009513038023937465,True,"""Any process that reduces or removes the toxicity of inorganic compounds. These include transport of such compounds away from sensitive areas and to compartments or complexes whose purpose is sequestration of inorganic compounds."" [GOC:vw]",17,343,6,18123,0.01749271137026239,0.35294117647058826,query_1,['GO:0098754']
KEGG,KEGG:04530,Tight junction,0.0009585300632883902,True,Tight junction,169,189,15,8000,0.07936507936507936,0.08875739644970414,query_1,['KEGG:00000']
GO:BP,GO:1901615,organic hydroxy compound metabolic process,0.0010274013923264756,True,"""The chemical reactions and pathways involving organic hydroxy compound."" [GOC:pr, GOC:TermGenie]",571,343,30,18123,0.08746355685131195,0.05253940455341506,query_1,['GO:0071704']
GO:CC,GO:0031674,I band,0.0010385746585859228,True,"""A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end."" [ISBN:0321204131]",141,362,13,18964,0.03591160220994475,0.09219858156028368,query_1,"['GO:0030017', 'GO:0110165']"
GO:BP,GO:0071280,cellular response to copper ion,0.00109284325452012,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a copper ion stimulus."" [GOC:mah]",27,343,7,18123,0.02040816326530612,0.25925925925925924,query_1,"['GO:0046688', 'GO:0071248']"
GO:CC,GO:0005911,cell-cell junction,0.0011960857482686059,True,"""A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]",496,362,26,18964,0.0718232044198895,0.05241935483870968,query_1,['GO:0070161']
GO:CC,GO:0012505,endomembrane system,0.0012103741920815288,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4651,362,127,18964,0.35082872928176795,0.027305955708449795,query_1,['GO:0110165']
GO:BP,GO:0097501,stress response to metal ion,0.0014042781467879604,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis caused by a metal ion stimulus."" [GOC:kmv]",18,343,6,18123,0.01749271137026239,0.3333333333333333,query_1,"['GO:0006950', 'GO:0010038']"
GO:CC,GO:0005923,bicellular tight junction,0.0015020168435943256,True,"""An occluding cell-cell junction that is composed of a branching network of sealing strands that completely encircles the apical end of each cell in an epithelial sheet; the outer leaflets of the two interacting plasma membranes are seen to be tightly apposed where sealing strands are present. Each sealing strand is composed of a long row of transmembrane adhesion proteins embedded in each of the two interacting plasma membranes."" [GOC:mah, ISBN:0815332181]",124,362,12,18964,0.03314917127071823,0.0967741935483871,query_1,"['GO:0043296', 'GO:0070160']"
GO:CC,GO:0005938,cell cortex,0.001655895063752441,True,"""The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins."" [GOC:mah, ISBN:0815316194]",326,362,20,18964,0.055248618784530384,0.06134969325153374,query_1,"['GO:0005737', 'GO:0071944']"
GO:BP,GO:0016042,lipid catabolic process,0.0018311413835771565,True,"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",348,343,22,18123,0.0641399416909621,0.06321839080459771,query_1,"['GO:0006629', 'GO:1901575']"
GO:BP,GO:0043436,oxoacid metabolic process,0.0019320036740298101,True,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]",1066,343,44,18123,0.1282798833819242,0.04127579737335835,query_1,['GO:0006082']
GO:MF,GO:0003824,catalytic activity,0.0019499308487303413,True,"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",5682,353,147,18679,0.4164305949008499,0.02587117212249208,query_1,['GO:0003674']
GO:BP,GO:0006810,transport,0.0019707613846556256,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter, pore or motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",5214,343,140,18123,0.40816326530612246,0.02685078634445723,query_1,['GO:0051234']
GO:CC,GO:0099503,secretory vesicle,0.0021602282120109038,True,"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]",1027,362,41,18964,0.1132596685082873,0.03992210321324245,query_1,['GO:0031410']
GO:CC,GO:0030018,Z disc,0.0022656669466868816,True,"""Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."" [GOC:mtg_muscle, ISBN:0815316194]",129,362,12,18964,0.03314917127071823,0.09302325581395349,query_1,"['GO:0031674', 'GO:0110165']"
HPA,HPA:0030053,appendix; glandular cells[High],0.002330409040368878,True,appendix; glandular cells[High],2010,263,77,10877,0.29277566539923955,0.038308457711442784,query_1,['HPA:0030052']
GO:BP,GO:0032787,monocarboxylic acid metabolic process,0.002693155827502507,True,"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]",663,343,32,18123,0.09329446064139942,0.048265460030165915,query_1,['GO:0019752']
GO:CC,GO:0070160,tight junction,0.0028718364893656383,True,"""A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other."" [ISBN:0815332181]",132,362,12,18964,0.03314917127071823,0.09090909090909091,query_1,['GO:0005911']
REAC,REAC:R-HSA-446728,Cell junction organization,0.002936176331687701,True,Cell junction organization,91,243,11,10622,0.04526748971193416,0.12087912087912088,query_1,['REAC:R-HSA-1500931']
GO:CC,GO:1904724,tertiary granule lumen,0.0029878468467605685,True,"""Any membrane-enclosed lumen that is part of a tertiary granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]",55,362,8,18964,0.022099447513812154,0.14545454545454545,query_1,"['GO:0070013', 'GO:0070820']"
GO:BP,GO:0051179,localization,0.0031800580195392525,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",6938,343,174,18123,0.5072886297376094,0.025079273565869125,query_1,['GO:0008150']
GO:CC,GO:0031528,microvillus membrane,0.0032197399922606,True,"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]",27,362,6,18964,0.016574585635359115,0.2222222222222222,query_1,"['GO:0005902', 'GO:0031253']"
GO:BP,GO:0044242,cellular lipid catabolic process,0.004295237406366559,True,"""The chemical reactions and pathways resulting in the breakdown of lipids, as carried out by individual cells."" [GOC:jl]",231,343,17,18123,0.04956268221574344,0.0735930735930736,query_1,"['GO:0016042', 'GO:0044248', 'GO:0044255']"
