"name","length","count_1","rpkm_1","count_2","rpkm_2","count_900","rpkm_900"
"ENSG00000006788",6349,0,0,0,0,0,0
"ENSG00000006831",4018,986,14.757255,991,13.997068,991,13.602632
"ENSG00000006837",2708,8,0.17765601,8,0.16765429,8,0.1629298
"ENSG00000007001",2605,17,0.3924459,17,0.37035188,17,0.35991538
"ENSG00000007038",1148,0,0,0,0,0,0
"ENSG00000007047",5429,1714,18.985828,1714,17.91696,1714,17.412062
"ENSG00000007062",4993,150,1.8066261,152.5,1.7333316,152.5,1.6844863
"ENSG00000007080",1247,2110,101.75473,2110,96.026115,2110,93.3201
"ENSG00000007129",1838,0,0,0,0,0,0
"ENSG00000007168",5618,1529,16.366821,1529,15.445398,1529,15.010147
"ENSG00000007171",4176,9,0.12960465,9,0.12230814,9,0.118861504
"ENSG00000007174",15077,68,0.2712268,68,0.2559572,68,0.24874432
"ENSG00000007202",7441,2995,24.204947,2995,22.842249,2995,22.198557
"ENSG00000007216",2972,11,0.22257812,11,0.21004736,11,0.20412824
"ENSG00000007237",9644,3488,21.74993,3499.5,20.59312,3500.5,20.018526
"ENSG00000007255",805,80,5.976304,80,5.6398487,80,5.480918
"ENSG00000007264",3557,41,0.6931681,41,0.654144,41,0.63571024
"ENSG00000007306",2489,0,0,0,0,0,0
"ENSG00000007312",1272,0,0,0,0,0,0
"ENSG00000007314",7809,26,0.20022418,26,0.18895191,26,0.18362725
"ENSG00000007341",5025,209,2.5012023,209,2.360389,209,2.2938733
"ENSG00000007350",3023,7,0.13925105,7,0.13141146,7,0.12770829
"ENSG00000007372",8725,113,0.778846,113,0.73499835,113,0.7142861
"ENSG00000007376",2759,241,5.2529583,241,4.957226,241,4.817531
"ENSG00000007384",3200,411,7.7237897,411,7.288954,411,7.0835514
"ENSG00000007392",2815,687,14.6763115,687,13.850061,687,13.459767
"ENSG00000007402",5679,235,2.4884825,235,2.3483853,235,2.282208
"ENSG00000007516",5084,111,1.3129737,111,1.2390556,111,1.204139
"ENSG00000007520",1243,845,40.881252,845,38.57971,845,37.492535
"ENSG00000007541",4436,334,4.5278654,334,4.2729545,334.6,4.1600027
"ENSG00000007545",7772,641,4.9597964,641,4.680568,641,4.5486703
"ENSG00000007866",3046,1109,21.894762,1110,20.680758,1110,20.097975
"ENSG00000007908",4241,51,0.72317016,51,0.682457,51,0.66322535
"ENSG00000007923",3475,2026,35.060913,2032,33.18503,2036,32.313362
"ENSG00000007933",2087,2,0.05762967,2,0.054385222,2,0.05285265
"ENSG00000007944",3033,555,11.004217,555,10.3847,555,10.092059
"ENSG00000007952",2529,0,0,0,0,0,0
"ENSG00000007968",5191,108,1.2511556,108,1.1807177,108,1.1474451
"ENSG00000008018",928,1456,94.35219,1460,89.28494,1460,86.7689
"ENSG00000008056",3209,60,1.1243981,60,1.0610965,60,1.0311948
"ENSG00000008083",5884,1303,13.317121,1312,12.654195,1312,12.297601
"ENSG00000008086",15074,196,0.78192693,196,0.7379058,196,0.71711165
"ENSG00000008118",2612,40,0.92092746,40,0.86908084,40,0.8445902
"ENSG00000008128",3244,330,6.117468,817,14.292709,817,13.889941
"ENSG00000008130",4195,866,12.414366,947.5,12.81801,947.5,12.456799
"ENSG00000008196",5800,252,2.61283,253,2.4755168,253,2.405757
"ENSG00000008197",1711,5,0.17573513,5,0.16584155,5,0.16116814
"ENSG00000008226",6426,382,3.574878,389,3.4354389,389,3.3386283
"ENSG00000008256",4508,453,6.043004,453,5.7027936,453,5.542089
"ENSG00000008277",11510,70,0.3657306,70,0.3451406,70,0.33541456
"ENSG00000008282",2371,343,8.699637,343,8.209864,343,7.9785094
"ENSG00000008283",4458,150,2.0234375,150,1.9095215,150,1.8557112
"ENSG00000008294",8748,1755,12.064434,1756,11.391714,1756,11.070696
"ENSG00000008300",11956,291,1.4636785,291,1.3812759,291,1.3423516
"ENSG00000008311",3353,341,6.1158867,341,5.771573,341,5.60893
"ENSG00000008323",4001,110,1.6533421,110,1.5602618,110,1.5162938
"ENSG00000008324",1050,71,4.066377,71,3.8374472,71,3.729308
"ENSG00000008382",1917,559,17.53591,564,16.696688,564,16.226177
"ENSG00000008394",2264,852,22.630898,859,21.532284,859,20.925505
"ENSG00000008405",3567,309,5.209475,309,4.9161906,309,4.7776527
"ENSG00000008438",720,7,0.584661,7,0.55174565,7,0.5361974
"ENSG00000008441",6235,1323,12.760332,1324,12.05105,1325.6666,11.726194
"ENSG00000008513",7379,1248,10.170813,1248,9.598214,1248,9.327737
"ENSG00000008516",3674,99,1.6204463,99,1.529218,99,1.4861246
"ENSG00000008517",2244,42,1.1255506,63,1.5932761,63,1.5483776
"ENSG00000008710",14138,652,2.7733088,666.5,2.6753802,794.53094,3.0994315
"ENSG00000008735",3381,255,4.5355883,255,4.2802424,255,4.1596255
"ENSG00000008838",4724,1051,13.379239,1052,12.638025,1052,12.281886
"ENSG00000008853",5869,884,9.057884,887,8.57695,887,8.335252
"ENSG00000008869",7124,259,2.1863236,259,2.0632374,259,2.0050955
"ENSG00000008952",6568,4188,38.3453,4188,36.186527,4188,35.16679
"ENSG00000008988",2711,5086,112.819824,5435,113.77409,5454.6167,110.96702
"ENSG00000009307",4763,10007,126.34612,10007,119.233055,10007,115.87307
"ENSG00000009335",5577,1204,12.982682,1204,12.2517805,1204,11.906526
"ENSG00000009413",11242,922,4.9320326,923,4.6594157,923,4.528114
"ENSG00000009694",12896,70,0.32642365,70,0.30804658,70,0.29936582
"ENSG00000009709",6313,11,0.10478412,11,0.09888496,11,0.096098386
"ENSG00000009724",2605,34,0.7848918,34,0.74070376,34,0.71983075
"ENSG00000009765",10275,6,0.03511624,6,0.03313926,6,0.032205395
"ENSG00000009780",4034,134,1.9975953,139.5,1.962509,139.5,1.9072056
"ENSG00000009790",3136,21,0.4027002,21,0.38002887,21,0.36931968
"ENSG00000009830",5194,335,3.8786578,337,3.6821487,337,3.5783858
"ENSG00000009844",7096,701,5.9407735,701,5.6063185,701,5.448333
"ENSG00000009950",3766,119,1.9002259,119,1.7932465,119,1.7427129
"ENSG00000009954",6595,6614,60.309814,6635.5,57.099487,6635.5,55.490425
"ENSG00000010017",3113,1180,22.7951,1180,21.511774,1180,20.905573
"ENSG00000010030",2374,3,0.07599397,3,0.071715645,3,0.0696947
"ENSG00000010072",5593,121,1.3010055,121,1.2277611,121,1.1931629
"ENSG00000010165",3347,517,9.289096,517,8.766135,517,8.519106
"ENSG00000010219",3702,303,4.922036,303,4.644934,303,4.51404
"ENSG00000010244",14293,1733,7.2914476,1768,7.019921,1768,6.8220997
"ENSG00000010256",1985,2210,66.95305,2217,63.38384,2217,61.597683
"ENSG00000010270",2320,261,6.765363,261,6.3844852,261,6.2045703
"ENSG00000010278",1919,506,15.856749,506,14.964042,506,14.542355
"ENSG00000010282",2007,0,0,0,0,0,0
"ENSG00000010292",5548,3846,41.688034,3846.5,39.346188,3846.5,38.23741
"ENSG00000010295",3952,318,4.838924,318,4.5665007,318,4.437817
"ENSG00000010310",3751,207,3.3186533,212,3.2074666,212,3.1170805
"ENSG00000010318",2130,53,1.4963558,53,1.4121135,53,1.3723203
"ENSG00000010319",5011,465,5.5804234,465,5.2662554,465,5.117852
"ENSG00000010322",6893,1800,15.70373,1800,14.819637,1800,14.40202
"ENSG00000010327",7928,569,4.3160577,569,4.073071,569,3.958292
"ENSG00000010361",1992,228,6.8831005,228,6.495594,228,6.312548
"ENSG00000010379",3072,10,0.19575703,10,0.18473625,10,0.1795304
"ENSG00000010404",8727,594,4.0931726,615.5,4.002547,615.5,3.8897552
"ENSG00000010438",1256,4,0.19151771,4,0.1807356,4,0.17564248
"ENSG00000010539",3912,123,1.8907968,123,1.7843482,123,1.7340654
"ENSG00000010610",3720,98,1.5842427,98,1.4950527,98,1.4529221
"ENSG00000010626",2691,199,4.447111,205,4.323282,205,4.201452
"ENSG00000010671",3095,28,0.54404646,37,0.6784447,37,0.65932614
"ENSG00000010704",5357,78,0.87561166,78,0.8263163,78,0.8030307
"ENSG00000010803",3822,749,11.785004,749,11.121529,749,10.808125
"ENSG00000010810",5598,1714,18.412659,1721,17.447023,1721,16.955366
"ENSG00000010818",9724,565,3.4941545,565,3.2974396,565,3.2045178
"ENSG00000010932",2317,40,1.0381798,40,0.97973204,40,0.9521232
"ENSG00000011007",5154,1383,16.13676,1383,15.22829,1383,14.799156
"ENSG00000011009",2175,433,11.972014,447.5,11.676351,447.5,11.347312
"ENSG00000011021",6506,391,3.6141093,391,3.4106414,391,3.3145297
"ENSG00000011028",6551,7110,65.26804,7110,61.593567,7110,59.85786
"ENSG00000011052",1241,4602,223.0044,4630.5,211.75294,4630.5,205.78575
"ENSG00000011083",4098,18,0.26414302,18,0.24927223,18,0.24224775
"ENSG00000011105",4644,939,12.159395,939,11.474843,940,11.163358
"ENSG00000011114",9648,800,4.986448,800,4.7057195,800,4.5731125
"ENSG00000011132",2075,91,2.6373143,91,2.4888382,91,2.4187026
"ENSG00000011143",2950,236,4.810925,236,4.540078,236,4.412139
"ENSG00000011198",2365,110,2.7970493,110,2.6395805,110,2.565197
"ENSG00000011201",6314,471,4.485955,488.5,4.3906956,488.5,4.266966
"ENSG00000011243",2319,1599,41.465443,1599.5,39.143246,1599.5,38.04019
"ENSG00000011258",5613,404,4.3283753,404,4.0846953,404,3.9695888
"ENSG00000011260",2011,517,15.46027,517,14.589884,517,14.178741
"ENSG00000011275",6215,1954,18.906973,1972,18.006908,1972,17.499474
"ENSG00000011295",3893,435,6.7196,440,6.414187,440,6.2334356
"ENSG00000011304",3816,4429,69.79687,4429,65.867424,4430,64.025734
"ENSG00000011332",3314,173,3.1392956,173,2.9625587,173,2.8790739
"ENSG00000011347",5703,151,1.5922533,151,1.5026122,151,1.4602687
"ENSG00000011376",4939,481,5.8565874,482,5.5383625,482,5.3822913
"ENSG00000011405",8421,944,6.7413507,944.5,6.365194,944.5,6.185823
"ENSG00000011422",2977,106,2.1412413,106,2.0206933,106,1.9637501
"ENSG00000011426",5191,1663,19.26548,1669,18.246462,1669,17.732277
"ENSG00000011451",7161,1131,9.497898,1131.5,8.967146,1131.5,8.714452
"ENSG00000011454",6693,1623,14.582644,1625,13.7786255,1625,13.390345
"ENSG00000011465",12676,6525,30.955433,6543,29.293283,6543,28.467798
"ENSG00000011478",2310,141,3.6706731,141,3.4640207,141.2,3.3711798
"ENSG00000011485",2109,2188,62.389187,2193,59.01133,2193,57.348392
"ENSG00000011523",7892,382,2.910817,382,2.746943,382,2.6695342
"ENSG00000011566",4504,447,5.96826,447,5.6322575,447,5.473541
"ENSG00000011590",2068,8,0.2326366,8,0.21953957,8,0.21335295
"ENSG00000011600",670,54,4.8468275,54,4.5739594,54,4.4450655
"ENSG00000011638",2193,125,3.4277565,125,3.2347798,125,3.1436238
"ENSG00000011677",3904,3,0.046211496,3,0.043609872,3.2,0.045206342
"ENSG00000012048",8393,548,3.9264667,549,3.7121754,549,3.6075664
"ENSG00000012061",4779,1294,16.283052,1294,15.366345,1294,14.933323
"ENSG00000012124",3979,72,1.088171,72,1.0269089,72,0.99797064
"ENSG00000012171",3364,160,2.8602407,161,2.7160842,161,2.6395452
"ENSG00000012174",7834,136,1.0439842,136,0.98520976,136,0.9574466
"ENSG00000012211",2384,91,2.2954812,91,2.1662495,91,2.1052048
"ENSG00000012223",3812,30,0.4732678,30,0.44662365,30,0.4340378
"ENSG00000012232",6770,840,7.4615526,840,7.0414805,840,6.8430514
"ENSG00000012504",3283,13,0.23812833,13,0.22472212,13,0.21838945
"ENSG00000012660",3485,1757,30.318491,1761,28.67675,1761,27.86864
"ENSG00000012779",2563,32,0.75082713,32,0.7085569,32,0.6885898
"ENSG00000012817",5581,520,5.60312,520,5.287674,520,5.1386676
"ENSG00000012822",7118,976,8.245755,976,7.7815332,976,7.56225
"ENSG00000012963",3694,587,9.556081,587,9.01809,587,8.763961
"ENSG00000012983",4574,551,7.24426,551,6.836421,551,6.6437707
"ENSG00000013016",4636,739,9.586048,741,9.070853,741,8.815237
"ENSG00000013275",1591,1046,39.53667,1049,37.417835,1049,36.363403
"ENSG00000013288",8720,548,3.7792244,548,3.5664606,548,3.4659579
"ENSG00000013293",10103,8,0.047618777,8,0.044937924,8,0.043671574
"ENSG00000013297",2718,42,0.9292625,42,0.8769467,44,0.89281696
"ENSG00000013306",2354,717,18.316872,718,17.309772,718,16.821983
"ENSG00000013364",3308,1277,23.214748,1287,22.079355,1287,21.45716
"ENSG00000013374",3727,1097,17.700512,1097,16.704004,1097,16.233286
"ENSG00000013375",6868,1050,9.193854,1050,8.676256,1050,8.43176
"ENSG00000013392",3744,119,1.9113917,119.5,1.8113627,119.5,1.7603185
"ENSG00000013441",2472,783,19.04811,783,17.975735,783,17.46918
"ENSG00000013503",4482,409,5.487696,409,5.1787486,409,5.0328116
"ENSG00000013523",5865,317,3.2503479,317,3.067359,317,2.9809208
"ENSG00000013561",4987,559,6.7407937,559.5,6.3669887,559.5,6.187567
"ENSG00000013563",4030,335,4.9989448,335,4.717513,335,4.5845737
"ENSG00000013573",4359,359,4.9527473,422,5.49413,472.33334,5.9761424
"ENSG00000013583",2955,214,4.3550673,214,4.1098847,214,3.9940684
"ENSG00000013588",7735,113,0.87853026,113,0.8290705,113,0.80570734
"ENSG00000013619",4973,28,0.33859316,28,0.31953093,28,0.31052658
"ENSG00000013725",3252,7,0.12944524,7,0.1221577,7,0.1187153
"ENSG00000013810",3082,2000,39.024376,2008,36.97468,2013,36.02221
"ENSG00000014123",4224,1481,21.084812,1481,19.897774,1481,19.337055
"ENSG00000014138",4062,690,10.215221,690,9.640121,690,9.3684635
"ENSG00000014164",3731,391,6.30217,396,6.0234222,396,5.853682
"ENSG00000014216",4231,1132,16.08948,1132,15.18367,1132,14.755795
"ENSG00000014257",3720,217,3.507966,217,3.3104737,217,3.2171848
"ENSG00000014641",2513,1446,34.60305,1446,32.65496,1446,31.734745
"ENSG00000014824",6218,1061,10.261321,1061,9.683626,1061,9.410742
"ENSG00000014914",2979,141,2.8463428,141,2.6860986,141,2.6104045
"ENSG00000014919",3992,415,6.251672,415,5.8997135,415.2857,5.737407
"ENSG00000015133",9268,345,2.238575,345,2.1125472,345,2.0530157
"ENSG00000015153",9119,131,0.8638984,131,0.81526244,131,0.79228836
"ENSG00000015171",5050,1688,20.101091,1688,18.969437,1688,18.434877
"ENSG00000015285",2098,14,0.4012926,14,0.37870052,14,0.36802876
"ENSG00000015413",1916,23,0.72188985,23,0.6812487,23,0.66205114
"ENSG00000015475",2808,376,8.052474,377,7.619344,377,7.4046316
"ENSG00000015479",5606,6853,73.51335,7033.5,71.20193,7033.5,69.19546
"ENSG00000015520",5252,22,0.25190488,22,0.23772307,22,0.23102404
"ENSG00000015532",4481,1203,16.144674,1203,15.235757,1203,14.806414
"ENSG00000015568",8189,0,0,62,0.42966914,505.49405,3.4044297
"ENSG00000015592",3007,4,0.07999542,4,0.07549182,4,0.07336447
"ENSG00000015676",8256,2257,16.439949,2257,15.514409,2257,15.077213
"ENSG00000016082",2459,36,0.8804051,36,0.8308399,36,0.8074268
"ENSG00000016391",7758,47,0.36432308,47,0.34381232,47,0.3341237
"ENSG00000016402",4351,0,0,0,0,0,0
"ENSG00000016490",3340,0,0,0,0,0,0
"ENSG00000016602",3211,0,0,0,0,0,0
"ENSG00000016864",3089,564,10.979936,564,10.361784,564,10.06979
"ENSG00000017260",6607,777,7.0722127,777,6.6740594,777,6.485985
"ENSG00000017427",8044,730,5.457445,734,5.178421,734,5.032493
"ENSG00000017483",3485,79,1.3632104,81,1.3190328,81,1.2818625
"ENSG00000017797",4979,1445,17.452768,1494.5,17.034412,1495.5,16.56546
"ENSG00000018189",6914,681,5.923199,682.5,5.6020455,682.5,5.44418
"ENSG00000018236",7297,41,0.33789214,41,0.3188694,41,0.30988368
"ENSG00000018280",3852,15,0.23417664,15,0.22099291,15,0.21476534
"ENSG00000018408",6115,1122,11.034051,1122,10.412853,1122,10.119419
"ENSG00000018510",8312,930,6.728465,930,6.349664,930,6.170731
"ENSG00000018610",2407,522,13.041664,543.5,12.814357,543.5,12.453249
"ENSG00000018625",5421,436,4.8366613,439,4.595772,439,4.4662633
"ENSG00000018699",3044,167,3.2992134,167,3.1134734,167,3.0257359
"ENSG00000018869",3350,47,0.84370697,47,0.7962078,47,0.77377063
