"name","length","count_1","rpkm_1","count_2","rpkm_2","count_900","rpkm_900"
"ENSG00000003989",7905,1935,11.333046,1936,11.071198,1936,10.95257
"ENSG00000004059",1103,898,37.693665,898,36.803745,898,36.40939
"ENSG00000004139",10490,1862,8.218106,1864,8.032701,1864,7.94663
"ENSG00000004142",2121,1540,33.61612,1541,32.84378,1541,32.49186
"ENSG00000004399",7117,2716,17.668528,2722,17.289495,2722.5,17.10738
"ENSG00000004455",4479,811,8.383152,944,9.527569,946.3333,9.448778
"ENSG00000004468",5668,29,0.23688398,29,0.23129131,29,0.22881302
"ENSG00000004478",4258,5564,60.49911,5580,59.240635,5580.75,58.613747
"ENSG00000004487",3147,4300,63.261467,4305.5,61.846912,4305.5,61.18422
"ENSG00000004534",4616,2717,27.25156,2722,26.657137,2726,26.410257
"ENSG00000004660",4479,121,1.2507539,121,1.2212244,121,1.208139
"ENSG00000004700",3778,899,11.017049,917.5,10.978305,918.5,10.872509
"ENSG00000004766",6648,341,2.3748212,341,2.3187532,341,2.2939076
"ENSG00000004776",1722,252,6.7754,255,6.6941924,255,6.622464
"ENSG00000004777",4401,156,1.6411216,157,1.6126475,157,1.5953679
"ENSG00000004779",1390,836,27.845757,836,27.188337,836,26.897013
"ENSG00000004799",3576,758,9.813846,758,9.582148,758,9.479475
"ENSG00000004809",2798,0,0,0,0,0,0
"ENSG00000004838",2982,34,0.52788436,34,0.5154214,34,0.50989866
"ENSG00000004846",7897,4,0.023451218,4,0.02289755,4,0.022652201
"ENSG00000004848",2959,10,0.15646693,10,0.15277286,10,0.15113589
"ENSG00000004864",3193,894,12.963018,894,12.656971,894,12.521351
"ENSG00000004866",5782,666,5.332903,666,5.206997,666,5.1512036
"ENSG00000004897",5819,1625,12.929227,1703.5,13.233811,1724.3226,13.25204
"ENSG00000004939",4965,3,0.027974965,3,0.027314495,3,0.027021818
"ENSG00000004948",3992,2,0.023195675,2,0.02264804,2,0.022405365
"ENSG00000004961",2335,237,4.699255,239,4.6270285,239,4.57745
"ENSG00000004975",3144,920,13.547927,921,13.242448,921,13.100554
"ENSG00000005001",1386,4,0.13361779,4,0.13046317,4,0.12906525
"ENSG00000005007",5381,2517,21.656475,2522,21.187185,2522,20.960163
"ENSG00000005020",4218,321,3.5234327,329.5,3.531344,329.5,3.4935055
"ENSG00000005022",1274,1294,47.025387,1294,45.91515,1294,45.42317
"ENSG00000005059",2278,68,1.3820467,68,1.3494176,68,1.3349586
"ENSG00000005073",2307,75,1.505155,75,1.4696193,75,1.4538722
"ENSG00000005075",1355,433,14.79504,454,15.146341,548.85,18.114525
"ENSG00000005100",5618,1365,11.249118,1366,10.99158,1366,10.873805
"ENSG00000005102",2707,710,12.143326,710,11.85663,710,11.729586
"ENSG00000005108",10669,216,0.9373409,216,0.91521096,216,0.90540445
"ENSG00000005156",8578,1807,9.753032,1817.5,9.578104,1817.5,9.475474
"ENSG00000005175",4370,1343,14.228599,1343,13.892671,1343,13.743811
"ENSG00000005187",4081,44,0.4991759,44,0.48739073,44,0.48216832
"ENSG00000005189",3338,192,2.663069,192,2.600196,192,2.5723348
"ENSG00000005194",2209,469,9.8298,509,10.416294,509,10.304683
"ENSG00000005206",5131,472,4.258999,472.5,4.162852,472.5,4.118247
"ENSG00000005238",6165,444,3.334398,444,3.255675,444,3.2207904
"ENSG00000005243",1438,664,21.378475,664,20.873745,668,20.774479
"ENSG00000005249",3745,606,7.4918375,606,7.3149605,606,7.2365804
"ENSG00000005302",5026,395,3.6386657,395,3.5527592,395,3.5146914
"ENSG00000005339",11121,8000,33.305325,8008,32.55153,8008,32.20274
"ENSG00000005379",7663,865,5.2261853,865,5.102799,865,5.0481224
"ENSG00000005381",3215,3,0.043202393,3,0.042182416,3,0.04173043
"ENSG00000005421",2568,19,0.3425517,19,0.33446428,19,0.3308805
"ENSG00000005436",4843,692,6.6154466,692,6.4592605,697,6.43622
"ENSG00000005448",1156,430,17.221785,430,16.815191,430,16.635015
"ENSG00000005469",4222,178,1.9519528,178,1.9058685,178,1.885447
"ENSG00000005471",6124,24,0.1814444,27,0.19930571,27,0.19717014
"ENSG00000005483",7766,3776,22.511381,3776,21.979902,3776,21.744387
"ENSG00000005486",1929,340,8.160452,340,7.9677896,340,7.8824143
"ENSG00000005513",3049,104,1.579223,104,1.5419387,104,1.5254167
"ENSG00000005700",6054,2128,16.274092,2138,15.964541,2138,15.793481
"ENSG00000005801",4571,323,3.2715898,328,3.243798,328,3.2090404
"ENSG00000005810",14887,3162,9.833819,3162,9.601649,3162,9.498768
"ENSG00000005812",3548,1053,13.740809,1053,13.416398,1053,13.27264
"ENSG00000005844",5413,32,0.27370295,32,0.26724103,32,0.26437753
"ENSG00000005882",4009,625,7.217911,625,7.0475006,625.2,6.9742174
"ENSG00000005884",4889,1698,16.079967,1698,15.700332,1698,15.532102
"ENSG00000005889",7957,1562,9.088647,1588,9.021782,1588,8.925113
"ENSG00000005893",5526,975,8.168857,975.5,7.980086,975.5,7.894579
"ENSG00000005961",3336,103,1.4294821,103,1.395733,103,1.3807777
"ENSG00000005981",4323,8,0.085678585,8,0.083655775,8,0.082759395
"ENSG00000006007",4376,1006,10.643592,1006,10.392303,1006,10.28095
"ENSG00000006015",858,227,12.249154,227,11.95996,227,11.831809
"ENSG00000006016",1792,24,0.6200701,24,0.60543066,24,0.5989434
"ENSG00000006025",3889,157,1.8690859,157,1.824958,157,1.8054035
"ENSG00000006042",5127,6537,59.03135,6606,58.246044,6606.2,57.623676
"ENSG00000006047",1590,16,0.46589753,16,0.454898,16,0.45002374
"ENSG00000006059",1287,3,0.10792206,3,0.1053741,3,0.104245014
"ENSG00000006062",5187,189,1.6869923,189,1.6471635,189,1.6295141
"ENSG00000006071",4936,9,0.08441797,9,0.08242492,9,0.08154173
"ENSG00000006116",3088,0,0,0,0,0,0
"ENSG00000006118",3911,837,9.908438,837,9.674506,837,9.570844
"ENSG00000006125",7101,6362,41.48028,6459,41.11847,6461,40.69048
"ENSG00000006128",1239,2,0.07473538,2,0.07297093,2,0.07218904
"ENSG00000006194",6945,1086,7.2397757,1086,7.0688496,1086,6.993107
"ENSG00000006210",5983,42,0.32501084,42,0.31733754,42,0.31393725
"ENSG00000006282",2932,549,8.669138,549,8.464466,549,8.373769
"ENSG00000006283",9709,172,0.82020324,172,0.8008388,172,0.7922578
"ENSG00000006327",1441,180,5.7833047,180,5.6467648,180,5.5862594
"ENSG00000006377",2517,0,0,0,0,0,0
"ENSG00000006432",11987,386,1.4908856,386,1.4556869,386,1.4400891
"ENSG00000006451",3422,1002,13.55674,1034,13.659403,1034,13.5130415
"ENSG00000006453",3622,1123,14.3548565,1123,14.015948,1123,13.865767
"ENSG00000006459",9272,376,1.8775088,378,1.842933,378,1.8231859
"ENSG00000006468",7808,111,0.6581891,111,0.64264977,111,0.6357637
"ENSG00000006530",4744,626,6.1093807,626,5.9651427,627,5.9106526
"ENSG00000006534",3449,61,0.8188497,61,0.7995172,61,0.79095036
"ENSG00000006555",4439,2,0.020859908,2,0.02036742,2,0.020149183
"ENSG00000006576",6819,885,6.008833,887,5.880227,887,5.81722
"ENSG00000006606",706,0,0,0,0,0,0
"ENSG00000006607",10486,861,3.801551,865,3.7290432,865,3.6890864
"ENSG00000006611",3664,105,1.3267875,105,1.295463,105,1.281582
"ENSG00000006625",1597,492,14.263554,513.5,14.535391,513.5,14.379643
"ENSG00000006634",3907,433,5.1311183,443.5,5.131465,443.5,5.0764813
"ENSG00000006638",2608,23,0.4083079,23,0.39866805,23,0.3943963
"ENSG00000006652",6885,687,4.6197696,687,4.5107,687,4.462368
"ENSG00000006659",1079,0,0,0,0,0,0
"ENSG00000006695",3172,283,4.130673,292,4.161413,292,4.1168237
"ENSG00000006704",6409,1176,8.495415,1176.5,8.29837,1176.5,8.209454
"ENSG00000006712",2144,1775,38.330204,1775,37.425255,1775,37.02424
"ENSG00000006715",6326,2221,16.254997,2221,15.871228,2221,15.701167
"ENSG00000006740",4655,541,5.380779,541,5.253742,541,5.1974483
"ENSG00000006744",3428,1760,23.77056,1760,23.209352,1760,22.960663
"ENSG00000006747",10238,128,0.57884514,128,0.565179,128,0.5591231
"ENSG00000006756",5159,188,1.687174,195,1.7086781,195,1.6903695
"ENSG00000006757",3441,254,3.4175634,256.5,3.3697205,260.05,3.3797514
"ENSG00000006788",6349,0,0,0,0,0,0
"ENSG00000006831",4018,1484,17.09982,1488,16.741106,1488,16.561726
"ENSG00000006837",2708,86,1.4703385,86,1.4356248,86,1.4202421
"ENSG00000007001",2605,12,0.21327555,12,0.20824026,12,0.20600896
"ENSG00000007038",1148,4,0.16131905,4,0.15751041,4,0.15582268
"ENSG00000007047",5429,1453,12.391198,1453,12.098651,1453,11.969013
"ENSG00000007062",4993,886,8.215608,890,8.057858,890,7.9715176
"ENSG00000007080",1247,1130,41.954594,1130,40.964077,1130,40.525143
"ENSG00000007129",1838,10,0.25189644,10,0.24594934,10,0.24331398
"ENSG00000007168",5618,3026,24.937605,3034,24.413218,3035.3333,24.162243
"ENSG00000007171",4176,31,0.34369147,31,0.33557713,31,0.33198142
"ENSG00000007174",15077,117,0.3592845,117,0.35080203,117,0.34704316
"ENSG00000007202",7441,4546,28.285618,4551,27.64819,4551,27.351938
"ENSG00000007216",2972,1,0.015578252,1,0.015210461,1,0.015047479
"ENSG00000007237",9644,9567,45.92891,9611.5,45.053146,9614.107,44.582493
"ENSG00000007255",805,87,5.003696,87,4.885562,87,4.8332133
"ENSG00000007264",3557,32,0.41651788,33,0.41939306,33,0.41489926
"ENSG00000007306",2489,5,0.09300636,5,0.090810545,5,0.08983751
"ENSG00000007312",1272,4,0.14559297,4,0.14215563,4,0.14063242
"ENSG00000007314",7809,29,0.1719373,29,0.16787799,29,0.16607916
"ENSG00000007341",5025,591,5.4452643,595,5.3526897,595,5.2953353
"ENSG00000007350",3023,0,0,0,0,0,0
"ENSG00000007372",8725,139,0.73759323,139,0.72017914,139,0.71246237
"ENSG00000007376",2759,192,3.2219372,192,3.1458695,192,3.1121614
"ENSG00000007384",3200,592,8.565235,592,8.363015,592,8.273405
"ENSG00000007392",2815,780,12.8287325,780,12.525855,780,12.39164
"ENSG00000007402",5679,148,1.2065835,148,1.1780969,148,1.1654736
"ENSG00000007516",5084,160,1.4570752,160,1.4226747,162,1.4250236
"ENSG00000007520",1243,661,24.620558,661,24.039282,663,23.853657
"ENSG00000007541",4436,419,4.373106,419,4.2698603,419,4.224108
"ENSG00000007545",7772,997,5.9392266,998,5.804822,998,5.7426233
"ENSG00000007866",3046,1026,15.594987,1026,15.2268,1026,15.063643
"ENSG00000007908",4241,52,0.5676787,52,0.5542762,52,0.5483371
"ENSG00000007923",3475,1439,19.17227,1439,18.719625,1439,18.519043
"ENSG00000007933",2087,42,0.9317392,42,0.9097415,42,0.8999936
"ENSG00000007944",3033,1951,29.7819,1955,29.138388,1955,28.826168
"ENSG00000007952",2529,0,0,0,0,0,0
"ENSG00000007968",5191,193,1.7213684,193,1.6807281,193,1.662719
"ENSG00000008018",928,1649,82.26976,1670,81.350395,1670,80.47872
"ENSG00000008056",3209,29,0.41840398,29,0.40852576,29,0.4041484
"ENSG00000008083",5884,1229,9.670452,1232,9.465187,1232,9.363768
"ENSG00000008086",15074,596,1.8305656,596,1.7873472,596,1.7681956
"ENSG00000008118",2612,18,0.31905597,18,0.3115233,18,0.30818528
"ENSG00000008128",3244,232,3.3111181,524,7.301996,525.2,7.2402983
"ENSG00000008130",4195,1165,12.857647,1434,15.452842,1434,15.287264
"ENSG00000008196",5800,41,0.32728297,41,0.31955603,41,0.31613198
"ENSG00000008197",1711,0,0,0,0,0,0
"ENSG00000008226",6426,240,1.7291715,240,1.688347,240,1.6702563
"ENSG00000008256",4508,649,6.6654325,649,6.508066,649,6.438332
"ENSG00000008277",11510,84,0.33788702,84,0.32990974,84,0.32637474
"ENSG00000008282",2371,475,9.275335,475,9.056351,475,8.9593115
"ENSG00000008283",4458,164,1.7032223,164,1.6630104,164,1.6451911
"ENSG00000008294",8748,5060,26.77992,5068,26.189005,5068,25.908388
"ENSG00000008300",11956,357,1.3824513,357,1.3498126,357,1.3353493
"ENSG00000008311",3353,333,4.598098,339,4.5704327,339,4.52146
"ENSG00000008323",4001,153,1.7704775,153,1.7286777,153,1.7101549
"ENSG00000008324",1050,78,3.439322,79,3.4011748,79,3.364731
"ENSG00000008382",1917,399,9.636477,400,9.4325485,400,9.331478
"ENSG00000008394",2264,459,9.386502,464,9.2647295,464.33334,9.172042
"ENSG00000008405",3567,702,9.111745,702,8.896623,702,8.801295
"ENSG00000008438",720,0,0,0,0,0,0
"ENSG00000008441",6235,1472,10.930471,1473,10.679661,1473,10.5652275
"ENSG00000008513",7379,4154,26.063726,4160,25.485138,4160,25.212063
"ENSG00000008516",3674,75,0.9451259,75,0.9228121,75,0.9129241
"ENSG00000008517",2244,30,0.6189648,41,0.825947,41,0.81709695
"ENSG00000008710",14138,1288,4.2178917,1335,4.26859,1702.0381,5.3838615
"ENSG00000008735",3381,431,5.902006,431,5.762664,431,5.7009163
"ENSG00000008838",4724,1773,17.376663,1773,16.966412,1773,16.784616
"ENSG00000008853",5869,909,7.170795,913,7.032307,913,6.956956
"ENSG00000008869",7124,744,4.8352237,744,4.7210674,744,4.6704807
"ENSG00000008952",6568,4273,30.120855,4285,29.492313,4285,29.176302
"ENSG00000008988",2711,6483,110.716934,6945,115.806755,6962,114.84632
"ENSG00000009307",4763,15931,154.8567,15932,151.21013,15932,149.5899
"ENSG00000009335",5577,1746,14.494763,1751,14.193081,1751,14.041001
"ENSG00000009413",11242,1696,6.984733,1700,6.8359127,1700,6.7626657
"ENSG00000009694",12896,37,0.13283552,37,0.12969936,37,0.12830964
"ENSG00000009709",6313,25,0.18334614,26,0.18617816,26,0.18418325
"ENSG00000009724",2605,54,0.9597399,54,0.93708116,54,0.9270403
"ENSG00000009765",10275,0,0,1.5,0.0065993415,1.5,0.006528629
"ENSG00000009780",4034,307,3.5234654,312,3.4963095,312,3.4588463
"ENSG00000009790",3136,21,0.31003505,21,0.30271533,21,0.2994717
"ENSG00000009830",5194,862,7.6837435,867,7.5458527,867,7.4649987
"ENSG00000009844",7096,1176,7.6729302,1177,7.4981484,1177,7.417805
"ENSG00000009950",3766,35,0.43028408,35,0.42012537,35,0.4156237
"ENSG00000009954",6595,6551,45.989674,6566.5,45.010136,6566.5,44.52785
"ENSG00000010017",3113,1868,27.782114,1875,27.227848,1875,26.9361
"ENSG00000010030",2374,3,0.058507033,3,0.057125725,3,0.05651362
"ENSG00000010072",5593,291,2.408883,291,2.352011,291,2.3268092
"ENSG00000010165",3347,610,8.438042,610,8.238825,610,8.150546
"ENSG00000010219",3702,402,5.0275593,402,4.9088616,402,4.856263
"ENSG00000010244",14293,2831,9.17031,2846,9.001246,2846,8.9047985
"ENSG00000010256",1985,1595,37.20212,1603,36.505993,1603,36.11483
"ENSG00000010270",2320,520,10.377265,520,10.132265,520,10.023697
"ENSG00000010278",1919,892,21.52075,892,21.012661,892,20.78751
"ENSG00000010282",2007,0,0,0,0,0,0
"ENSG00000010292",5548,4939,41.216404,4940,40.25146,4940,39.820168
"ENSG00000010295",3952,370,4.334633,370,4.232295,370,4.186946
"ENSG00000010310",3751,397,4.900168,397,4.7844787,397,4.7332125
"ENSG00000010318",2130,91,1.9780139,91,1.9313143,91,1.9106202
"ENSG00000010319",5011,302,2.7902946,303,2.733439,303,2.7041502
"ENSG00000010322",6893,3539,23.770582,3541,23.222492,3541,22.973661
"ENSG00000010327",7928,377,2.2016346,377.5,2.1525066,377.5,2.1294425
"ENSG00000010361",1992,309,7.1818557,309,7.012297,309,6.93716
"ENSG00000010379",3072,162,2.441526,162,2.3838832,162,2.3583398
"ENSG00000010404",8727,1208,6.4086933,1234.5,6.3946576,1234.5,6.3261385
"ENSG00000010438",1256,15,0.55292875,15,0.5398745,15,0.5340897
"ENSG00000010539",3912,178,2.106632,178,2.056896,178,2.0348563
"ENSG00000010610",3720,151,1.8793235,151,1.834954,151,1.8152924
"ENSG00000010626",2691,377,6.4862723,377.5,6.3415356,377.5,6.273586
"ENSG00000010671",3095,43,0.64324343,43,0.6280569,43,0.6213272
"ENSG00000010704",5357,147,1.2704666,147,1.2404717,147,1.22718
"ENSG00000010803",3822,995,12.053133,1004,11.875016,1004,11.747774
"ENSG00000010810",5598,1626,13.447923,1634,13.195028,1634,13.053643
"ENSG00000010818",9724,696,3.3138423,696,3.2356048,696,3.2009351
"ENSG00000010932",2317,1231,24.597986,1231,24.017244,1231,23.7599
"ENSG00000011007",5154,2065,18.549969,2065,18.112017,2065,17.917946
"ENSG00000011009",2175,472,10.047321,500,10.392066,500.66666,10.294422
"ENSG00000011021",6506,534,3.8000975,534,3.7103798,534,3.6706228
"ENSG00000011028",6551,14286,100.96494,14291,98.61573,14291,97.55906
"ENSG00000011052",1241,5124,191.16345,5142.5,187.32411,5142.5,185.31693
"ENSG00000011083",4098,18,0.2033612,18,0.19855998,18,0.1964324
"ENSG00000011105",4644,1749,17.436733,1749,17.025064,1749,16.84264
"ENSG00000011114",9648,1311,6.291192,1312.5,6.1496897,1312.5,6.083795
"ENSG00000011132",2075,148,3.3022592,148,3.2242951,148,3.1897466
"ENSG00000011143",2950,341,5.3518004,341,5.225448,341,5.169457
"ENSG00000011198",2365,151,2.9560606,151,2.88627,151,2.8553436
"ENSG00000011201",6314,374,2.7424238,398,2.8495066,398,2.818974
"ENSG00000011243",2319,1161,23.17923,1161,22.631985,1161,22.389482
"ENSG00000011258",5613,981,8.091732,984,7.9248533,984,7.839938
"ENSG00000011260",2011,474,10.91274,474,10.655098,474,10.540928
"ENSG00000011275",6215,2258,16.820944,2278.5,16.572922,2278.5,16.395342
"ENSG00000011295",3893,936,11.131636,945,10.973333,945,10.855754
"ENSG00000011304",3816,5499,66.71798,5500.5,65.16058,5500.5,64.46239
"ENSG00000011332",3314,103,1.4389718,103,1.4049985,103,1.389944
"ENSG00000011347",5703,106,0.86053795,106,0.8402212,106,0.83121824
"ENSG00000011376",4939,640,5.999409,643,5.885226,643,5.822165
"ENSG00000011405",8421,1724,9.478533,1730.5,9.289645,1731.5,9.195416
"ENSG00000011422",2977,196,3.0482092,196,2.9762433,196,2.9443526
"ENSG00000011426",5191,3380,30.146244,3406,29.66093,3407,29.351728
"ENSG00000011451",7161,1199,7.7519875,1199,7.5689683,1199,7.4878664
"ENSG00000011454",6693,2663,18.421198,2664,17.99304,2664,17.800245
"ENSG00000011465",12676,22718,82.976555,22749,81.12809,22773,80.34347
"ENSG00000011478",2310,210,4.2089605,210,4.10959,210,4.0655556
"ENSG00000011485",2109,1993,43.752037,2011,43.1049,2011,42.643032
"ENSG00000011523",7892,838,4.916143,838,4.800076,838,4.748643
"ENSG00000011566",4504,1037,10.659772,1046,10.498433,1046,10.3859415
"ENSG00000011590",2068,22,0.49253795,22,0.48090947,22,0.4757565
"ENSG00000011600",670,58,4.0079355,58,3.913311,58,3.8713796
"ENSG00000011638",2193,143,3.0190127,143,2.947736,143,2.9161508
"ENSG00000011677",3904,2,0.023718528,2.5,0.028948188,2.5,0.028638005
"ENSG00000012048",8393,848,4.677849,848,4.567408,848,4.518468
"ENSG00000012061",4779,1143,11.073292,1145,10.830777,1145,10.7147255
"ENSG00000012124",3979,89,1.0355799,89,1.0111306,89,1.0002962
"ENSG00000012171",3364,273,3.7572856,273,3.6685786,273,3.6292696
"ENSG00000012174",7834,602,3.5577912,603,3.4795647,603,3.442281
"ENSG00000012211",2384,149,2.8936603,149,2.8253431,149,2.7950695
"ENSG00000012223",3812,4,0.048581917,4,0.04743493,4,0.046926662
"ENSG00000012232",6770,1079,7.379048,1079,7.2048335,1079,7.1276336
"ENSG00000012504",3283,5,0.07051259,5,0.068847835,5,0.06811013
"ENSG00000012660",3485,2494,33.133034,2496,32.376728,2496,32.02981
"ENSG00000012779",2563,56,1.0115957,56,0.9877126,56,0.9771292
"ENSG00000012817",5581,1263,10.477529,1263,10.230162,1263,10.120545
"ENSG00000012822",7118,1907,12.403957,1907,12.111108,1907,11.981337
"ENSG00000012963",3694,718,8.999018,718,8.786557,718,8.692409
"ENSG00000012983",4574,944,9.555279,944,9.329685,944,9.229717
"ENSG00000013016",4636,581,5.802301,582,5.6750636,582,5.614255
"ENSG00000013275",1591,1541,44.84355,1542,43.81324,1542,43.343777
"ENSG00000013288",8720,1140,6.052794,1140,5.909892,1140,5.846567
"ENSG00000013293",10103,39,0.17872356,39,0.17450401,39,0.1726342
"ENSG00000013297",2718,72,1.2264521,72,1.1974964,74.583336,1.2271705
"ENSG00000013306",2354,528,10.384726,528,10.139549,528,10.030903
"ENSG00000013364",3308,1775,24.842793,1775,24.256271,1775,23.996363
"ENSG00000013374",3727,1247,15.490827,1250,15.161487,1250,14.999031
"ENSG00000013375",6868,3062,20.641556,3069,20.200298,3069,19.98385
"ENSG00000013392",3744,215,2.658705,215,2.5959349,215,2.5681193
"ENSG00000013441",2472,969,18.148588,969,17.720112,969,17.530241
"ENSG00000013503",4482,657,6.7867374,657,6.6265073,657,6.555504
"ENSG00000013523",5865,529,4.175949,533,4.1081886,533,4.064169
"ENSG00000013561",4987,890,8.262628,890,8.067553,891,7.990076
"ENSG00000013563",4030,466,5.3536305,466,5.2272353,466,5.171225
"ENSG00000013573",4359,224,2.3791876,280,2.9037707,329.06668,3.3760557
"ENSG00000013583",2955,281,4.4026723,281,4.2987285,281,4.2526674
"ENSG00000013588",7735,70,0.41899154,70,0.40909946,70,0.40471593
"ENSG00000013619",4973,17,0.15826978,17,0.15453315,17.696428,0.15914014
"ENSG00000013725",3252,6,0.08542171,6,0.08340496,6,0.082511276
"ENSG00000013810",3082,1274,19.138344,1286,18.86251,1286,18.660398
"ENSG00000014123",4224,2411,26.426573,2416,25.85617,2416,25.57912
"ENSG00000014138",4062,604,6.8843756,604.5,6.7274046,604.5,6.65532
"ENSG00000014164",3731,439,5.44762,439,5.3190055,439,5.262012
"ENSG00000014216",4231,2663,29.140411,2669,28.516533,2669,28.210978
"ENSG00000014257",3720,239,2.9745584,239,2.9043312,239,2.8732111
"ENSG00000014641",2513,1909,35.170696,1915,34.448273,1915,34.07916
"ENSG00000014824",6218,1323,9.850917,1326,9.640154,1326,9.5368595
"ENSG00000014914",2979,418,6.4964085,419,6.358207,419,6.290079
"ENSG00000014919",3992,992,11.505054,992,11.233428,992,11.113061
"ENSG00000015133",9268,213,1.0640478,213,1.0389264,213,1.0277941
"ENSG00000015153",9119,271,1.3759087,271,1.3434244,271,1.3290296
"ENSG00000015171",5050,2338,21.43486,2339,20.93775,2339,20.713402
"ENSG00000015285",2098,25,0.55169886,25,0.5386736,25,0.5329017
"ENSG00000015413",1916,357,8.626612,357,8.422943,357,8.332691
"ENSG00000015475",2808,248,4.089047,248,3.9925075,248,3.9497278
"ENSG00000015479",5606,9350,77.21934,9562,77.10576,9562.333,76.28223
"ENSG00000015520",5252,10,0.08815416,10,0.08607291,10,0.08515063
"ENSG00000015532",4481,1174,12.129997,1174.5,11.84866,1174.5,11.721702
"ENSG00000015568",8189,0,0,49,0.2704932,776.1119,4.23844
"ENSG00000015592",3007,4,0.061587717,4,0.060133673,4,0.05948934
"ENSG00000015676",8256,1822,10.217537,1822,9.976308,1822,9.869411
"ENSG00000016082",2459,9,0.16945389,9,0.1654532,9,0.16368036
"ENSG00000016391",7758,78,0.46549216,78,0.4545022,78,0.4496322
"ENSG00000016402",4351,0,0,0,0,0,0
"ENSG00000016490",3340,4,0.055447385,4,0.05413831,4,0.053558215
"ENSG00000016602",3211,1,0.014418738,1,0.014078321,1,0.013927471
"ENSG00000016864",3089,752,11.271131,752,11.005027,752,10.887108
"ENSG00000017260",6607,2662,18.65397,2665,18.234089,2665,18.03871
"ENSG00000017427",8044,284,1.6346087,284,1.5960168,284,1.5789154
"ENSG00000017483",3485,102,1.35508,102,1.3230875,102,1.3089105
"ENSG00000017797",4979,1834,17.05394,1906.5,17.309553,1906.5,17.12408
"ENSG00000018189",6914,947,6.3414435,948.5,6.201534,948.5,6.135084
"ENSG00000018236",7297,34,0.21572581,34,0.21063267,34,0.20837574
"ENSG00000018280",3852,37,0.44471624,37,0.4342168,37,0.42956415
"ENSG00000018408",6115,1663,12.59109,1669,12.338179,1669,12.205975
"ENSG00000018510",8312,1205,6.711955,1205,6.5534906,1205,6.4832697
"ENSG00000018610",2407,315,6.059015,350.5,6.5826855,350.5,6.5121517
